word_1,def_1-1,qual_1-1_start,qual_1-1_end,def_1-2,qual_1-2_start,qual_1-2_end,def_1-3,qual_1-3_start,qual_1-3_end,def_1-4,qual_1-4_start,qual_1-4_end,def_1-5,qual_1-5_start,qual_1-5_end,def_1-6,qual_1-6_start,qual_1-6_end,def_1-7,qual_1-7_start,qual_1-7_end,word_2,def_2-1,qual_2-1_start,qual_2-1_end,def_2-2,qual_2-2_start,qual_2-2_end,def_2-3,qual_2-3_start,qual_2-3_end,def_2-4,qual_2-4_start,qual_2-4_end,def_2-5,qual_2-5_start,qual_2-5_end,def_2-6,qual_2-6_start,qual_2-6_end,def_2-7,qual_2-7_start,qual_2-7_end,relationship
warrant,"a writ from a court commanding police to perform specified acts",,,"a type of security issued by a corporation (usually together with a bond or preferred stock) that gives the holder the right to purchase a certain amount of common stock at a stated price",,,"formal and explicit approval",,,"a written assurance that some product or service will be provided or will meet certain specifications",,,"show to be reasonable or provide adequate ground for",,,"stand behind and guarantee the quality, accuracy, or condition of",,,,<!--,-->,judicial,"decreed by or proceeding from a court of justice",,,"belonging or appropriate to the office of a judge",,,"relating to the administration of justice or the function of a judge",,,"expressing careful judgment; ; -Tyler Dennett",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
availed,"use to one's advantage",,,"be of use to, be useful to",,,"take or use",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,avail,"a means of serving",,,"use to one's advantage",,,"be of use to, be useful to",,,"take or use",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
peers,"a person who is of equal standing with another in a group",,,"a nobleman (duke or marquis or earl or viscount or baron) who is a member of the British peerage",,,"look searchingly",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,piers,"a platform built out from the shore into the water and supported by piles; provides access to ships and boats",,,"(architecture) a vertical supporting structure (as a portion of wall between two doors or windows)",,,"a support for two adjacent bridge spans",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
thumb,"the thick short innermost digit of the forelimb",,,"the part of a glove that provides a covering for the thumb",,,"a convex molding having a cross section in the form of a quarter of a circle or of an ellipse",,,"travel by getting free rides from motorists",,,"look through a book or other written material",,,"feel or handle with the fingers",,,,<!--,-->,frequent,"do one's shopping at; do business with; be a customer or client of",,,"be a regular or frequent visitor to a certain place",,,"coming at short intervals or habitually",,,"frequently encountered",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
shears,"large scissors with strong blades",,,"(physics) a deformation of an object in which parallel planes remain parallel but are shifted in a direction parallel to themselves",,,"a large edge tool that cuts sheet metal by passing a blade through it",,,"cut with shears",,,"shear the wool from",,,"cut or cut through with shears",,,"become deformed by forces tending to produce a shearing strain",,,shear,"(physics) a deformation of an object in which parallel planes remain parallel but are shifted in a direction parallel to themselves",,,"a large edge tool that cuts sheet metal by passing a blade through it",,,"cut with shears",,,"shear the wool from",,,"cut or cut through with shears",,,"become deformed by forces tending to produce a shearing strain",,,,<!--,-->,Synonym
perturb,"disturb in mind or make uneasy or cause to be worried or alarmed",,,"disturb or interfere with the usual path of an electron or atom",,,"cause a celestial body to deviate from a theoretically regular orbital motion, especially as a result of interposed or extraordinary gravitational pull",,,"throw into great confusion or disorder",,,,<!--,-->,,<!--,-->,,<!--,-->,disorder,"a physical condition in which there is a disturbance of normal functioning",,,"a condition in which things are not in their expected places",,,"a disturbance of the peace or of public order",,,"disturb in mind or make uneasy or cause to be worried or alarmed",,,"bring disorder to",,,,<!--,-->,,<!--,-->,MannerOf
pacific,"the largest ocean in the world",,,"relating to or bordering the Pacific Ocean",,,"disposed to peace or of a peaceful nature",,,"promoting peace",,,,<!--,-->,,<!--,-->,,<!--,-->,peaceable,"inclined or disposed to peace",,,"not disturbed by strife or turmoil or war",,,"disposed to peace or of a peaceful nature",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
detailing,"an individualized description of a particular instance",,,"provide details for",,,"assign to a specific task",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,detail,"an isolated fact that is considered separately from the whole",,,"a small part that can be considered separately from the whole",,,"extended treatment of particulars",,,"a crew of workers selected for a particular task",,,"a temporary military unit",,,"provide details for",,,"assign to a specific task",,,FormOf
lamella,"any of the radiating leaflike spore-producing structures on the underside of the cap of a mushroom or similar fungus",,,"a thin membrane that is one of the calcified layers that form bones",,,"thin plate",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,gill,"a British imperial capacity unit (liquid or dry) equal to 5 fluid ounces or 142.066 cubic centimeters",,,"a United States liquid unit equal to 4 fluid ounces",,,"any of the radiating leaflike spore-producing structures on the underside of the cap of a mushroom or similar fungus",,,"respiratory organ of aquatic animals that breathe oxygen dissolved in water",,,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
horse,"solid-hoofed herbivorous quadruped domesticated since prehistoric times",,,"a padded gymnastic apparatus on legs",,,"troops trained to fight on horseback",,,"a framework for holding wood that is being sawed",,,"a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa)",,,"provide with a horse or horses",,,,<!--,-->,sporty,"exhibiting or calling for sportsmanship or fair play",,,"(used especially of clothes) marked by conspicuous display",,,"appropriate for sport or engagement in a sport",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
finger,"any of the terminal members of the hand (sometimes excepting the thumb)",,,"the length of breadth of a finger used as a linear measure",,,"one of the parts of a glove that provides covering for a finger or thumb",,,"feel or handle with the fingers",,,"examine by touch",,,"search for on the computer",,,"indicate the fingering for the playing of musical scores for keyboard instruments",,,digit,"one of the elements that collectively form a system of numeration",,,"the length of breadth of a finger used as a linear measure",,,"a finger or toe in human beings or corresponding body part in other vertebrates",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
genet,"French diplomat who in 1793 tried to draw the United States into the war between France and England (1763-1834)",,,"French writer of novels and dramas for the theater of the absurd (1910-1986)",,,"agile Old World viverrine having a spotted coat and long ringed tail",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,genetic,"occurring among members of a family usually by heredity",,,"of or relating to or produced by or being a gene",,,"pertaining to or referring to origin",,,"of or relating to the science of genetics",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
published,"put into print",,,"prepare and issue for public distribution or sale",,,"have (one's written work) issued for publication",,,"prepared and printed for distribution and sale",,,"formally made public",,,,<!--,-->,,<!--,-->,promulgated,"state or announce",,,"put a law into effect by formal declaration",,,"formally made public",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
mush,"any soft or soggy mass",,,"cornmeal boiled in water",,,"writing or music that is excessively sweet and sentimental",,,"a journey by dogsled",,,"drive (a team of dogs or a dogsled)",,,"travel with a dogsled",,,,<!--,-->,grits,"coarsely ground hulled corn boiled as a breakfast dish in the southern United States",,,"a hard coarse-grained siliceous sandstone",,,"fortitude and determination",,,"cover with a grit",,,"clench together",,,,<!--,-->,,<!--,-->,RelatedTo
flirt,"a seductive woman who uses her sex appeal to exploit men",,,"playful behavior intended to arouse sexual interest",,,"talk or behave amorously, without serious intentions",,,"behave carelessly or indifferently",,,,<!--,-->,,<!--,-->,,<!--,-->,dally,"behave carelessly or indifferently",,,"waste time",,,"talk or behave amorously, without serious intentions",,,"consider not very seriously",,,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
linger,"remain present although waning or gradually dying",,,"be about",,,"leave slowly and hesitantly",,,"take one's time; proceed slowly",,,"move to and fro",,,,<!--,-->,,<!--,-->,tarry,"be about",,,"leave slowly and hesitantly",,,"having the characteristics of pitch or tar",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
surrender,"acceptance of despair",,,"a verbal act of admitting defeat",,,"the delivery of a principal into lawful custody",,,"the act of surrendering (usually under agreed conditions)",,,"give up or agree to forgo to the power or possession of another",,,"relinquish possession or control over",,,,<!--,-->,delivery,"the act of delivering or distributing something (as goods or mail)",,,"the event of giving birth",,,"your characteristic style or manner of expressing yourself orally",,,"the voluntary transfer of something (title or possession) from one party to another",,,"(baseball) the act of throwing a baseball by a pitcher to a batter",,,"recovery or preservation from loss or danger",,,"the act of delivering a child",,,IsA
fledgling,"any new participant in some activity",,,"young bird that has just fledged or become capable of flying",,,"(of a young bird) having acquired its flight feathers",,,"young and inexperienced",,,,<!--,-->,,<!--,-->,,<!--,-->,virginal,"a legless rectangular harpsichord; played (usually by women) in the 16th and 17th centuries",,,"characteristic of a virgin or virginity",,,"untouched or undefiled; - L.P.Smith",,,"in a state of sexual virginity",,,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
stale,"urinate, of cattle and horses",,,"lacking freshness, palatability, or showing deterioration from age",,,"lacking originality or spontaneity; no longer new",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,competition,"a business relation in which two parties compete to gain customers",,,"an occasion on which a winner is selected from among two or more contestants",,,"the act of competing as for profit or a prize",,,"the contestant you hope to defeat",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
conjuration,"a ritual recitation of words or sounds believed to have a magical effect",,,"calling up a spirit or devil",,,"an illusory feat; considered magical by naive observers",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,conjuring,"calling up a spirit or devil",,,"summon into action or bring into existence, often as if by magic",,,"ask for or request earnestly",,,"engage in plotting or enter into a conspiracy, swear together",,,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
sharply,"in an aggressive manner",,,"in a well delineated manner",,,"changing suddenly in direction and degree",,,"very suddenly and to a great degree",,,,<!--,-->,,<!--,-->,,<!--,-->,stern,"the rear part of a ship",,,"United States concert violinist (born in Russia in 1920)",,,"the fleshy part of the human body that you sit on",,,"of a stern or strict bearing or demeanor; forbidding in aspect",,,"not to be placated or appeased or moved by entreaty",,,"severe and unremitting in making demands",,,"severely simple",,,RelatedTo
strawflower,"plant of southern and southeastern United States grown for its yellow flowers that can be dried",,,"any of various plants of the genus Helipterum",,,"Australian plant naturalized in Spain having flowers of lemon yellow to deep gold; the frequent choice of those who love dried flowers",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,straw,"plant fiber used e.g. for making baskets and hats or as fodder",,,"material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds",,,"a variable yellow tint; dull yellow, often diluted with white",,,"a thin paper or plastic tube used to suck liquids into the mouth",,,"cover or provide with or as if with straw",,,"spread by scattering ( is archaic)",,,"of a pale yellow color like straw; straw-colored",,,DerivedFrom
